,Start,Value,Duration
2251,2022-12-19 17:37:48.734,LeagueClientUx.exe,0 days 00:00:07.586000
2252,2022-12-19 17:37:56.320,firefox.exe,0 days 00:00:05.838000
2253,2022-12-19 17:38:02.158,explorer.exe,0 days 00:00:01.363000
2254,2022-12-19 17:38:03.521,firefox.exe,0 days 00:00:02.230000
2255,2022-12-19 17:38:05.751,LeagueClientUx.exe,0 days 00:00:02.459000
2256,2022-12-19 17:38:08.210,WindowsCamera.exe,0 days 00:00:03.948000
2257,2022-12-19 17:38:12.158,ApplicationFrameHost.exe,0 days 00:00:10.001000
2258,2022-12-19 17:38:22.159,firefox.exe,0 days 00:00:39.150000
2259,2022-12-19 17:39:01.309,League of Legends.exe,0 days 00:05:10.864000
2260,2022-12-19 17:44:12.173,ApplicationFrameHost.exe,0 days 00:00:01.826000
2261,2022-12-19 17:44:13.999,League of Legends.exe,0 days 00:11:28.202000
2262,2022-12-19 17:55:42.201,ApplicationFrameHost.exe,0 days 00:00:05.330000
2263,2022-12-19 17:55:47.531,LeagueClientUx.exe,0 days 00:00:20.018000
2264,2022-12-19 17:56:07.549,firefox.exe,0 days 00:00:37.238000
2265,2022-12-19 17:56:44.787,LeagueClientUx.exe,0 days 00:00:55.416000
2266,2022-12-19 17:57:40.203,firefox.exe,0 days 00:00:00.891000
2267,2022-12-19 17:57:41.094,LeagueClientUx.exe,0 days 00:00:00.757000
2268,2022-12-19 17:57:41.851,firefox.exe,0 days 00:00:06.697000
2269,2022-12-19 17:57:48.548,LeagueClientUx.exe,0 days 00:00:30.322000
2270,2022-12-19 17:58:18.870,firefox.exe,0 days 00:00:51.351000
2271,2022-12-19 17:59:10.221,League of Legends.exe,0 days 00:01:01.961000
2272,2022-12-19 18:00:12.182,firefox.exe,0 days 00:00:00.885000
2273,2022-12-19 18:00:13.067,League of Legends.exe,0 days 00:02:05.736000
2274,2022-12-19 18:02:18.803,firefox.exe,0 days 00:00:01.948000
2275,2022-12-19 18:02:20.751,League of Legends.exe,0 days 00:08:16.394000
2276,2022-12-19 18:10:37.145,firefox.exe,0 days 00:00:03.329000
2277,2022-12-19 18:10:40.474,League of Legends.exe,0 days 00:06:10.353000
2278,2022-12-19 18:16:50.827,firefox.exe,0 days 00:00:03.070000
2279,2022-12-19 18:16:53.897,League of Legends.exe,0 days 00:01:57.536000
2280,2022-12-19 18:18:51.433,LeagueClientUx.exe,0 days 00:00:50.820000
2281,2022-12-19 18:19:42.253,firefox.exe,0 days 00:00:00.886000
2282,2022-12-19 18:19:43.139,LeagueClientUx.exe,0 days 00:00:08.413000
2283,2022-12-19 18:19:51.552,firefox.exe,0 days 00:00:05.547000
2284,2022-12-19 18:19:57.099,LeagueClientUx.exe,0 days 00:00:08.187000
2285,2022-12-19 18:20:05.286,firefox.exe,0 days 00:00:02.270000
2286,2022-12-19 18:20:07.556,LeagueClientUx.exe,0 days 00:00:26.634000
2287,2022-12-19 18:20:34.190,WindowsCamera.exe,0 days 00:00:02.027000
2288,2022-12-19 18:20:36.217,firefox.exe,0 days 00:00:36.041000
2289,2022-12-19 18:21:12.258,ApplicationFrameHost.exe,0 days 00:00:04.450000
2290,2022-12-19 18:21:16.708,firefox.exe,0 days 00:00:00.420000
2291,2022-12-19 18:21:17.128,League of Legends.exe,0 days 00:00:01.031000
2292,2022-12-19 18:21:18.159,firefox.exe,0 days 00:00:00.875000
2293,2022-12-19 18:21:19.034,League of Legends.exe,0 days 00:01:16.601000
2294,2022-12-19 18:22:35.635,firefox.exe,0 days 00:00:01.033000
2295,2022-12-19 18:22:36.668,League of Legends.exe,0 days 00:00:35.594000
2296,2022-12-19 18:23:12.262,firefox.exe,0 days 00:00:04.265000
2297,2022-12-19 18:23:16.527,League of Legends.exe,0 days 00:04:28.859000
2298,2022-12-19 18:27:45.386,firefox.exe,0 days 00:00:01.712000
2299,2022-12-19 18:27:47.098,explorer.exe,0 days 00:00:00.410000
2300,2022-12-19 18:27:47.508,League of Legends.exe,0 days 00:11:14.795000
2301,2022-12-19 18:39:02.303,firefox.exe,0 days 00:00:03.240000
2302,2022-12-19 18:39:05.543,League of Legends.exe,0 days 00:00:06.760000
2303,2022-12-19 18:39:12.303,ApplicationFrameHost.exe,0 days 00:00:06.874000
2304,2022-12-19 18:39:19.177,LeagueClientUx.exe,0 days 00:01:11.263000
2305,2022-12-19 18:40:30.440,firefox.exe,0 days 00:00:12.395000
2306,2022-12-19 18:40:42.835,LeagueClientUx.exe,0 days 00:00:00.643000
2307,2022-12-19 18:40:43.478,firefox.exe,0 days 00:00:05.298000
2308,2022-12-19 18:40:48.776,LeagueClientUx.exe,0 days 00:00:17.981000
2309,2022-12-19 18:41:06.757,firefox.exe,0 days 00:00:05.090000
2310,2022-12-19 18:41:11.847,LeagueClientUx.exe,0 days 00:00:11.428000
2311,2022-12-19 18:41:23.275,firefox.exe,0 days 00:00:01.708000
2312,2022-12-19 18:41:24.983,LeagueClientUx.exe,0 days 00:00:18.405000
2313,2022-12-19 18:41:43.388,firefox.exe,0 days 00:00:13.358000
2314,2022-12-19 18:41:56.746,LeagueClientUx.exe,0 days 00:00:05.563000
2315,2022-12-19 18:42:02.309,firefox.exe,0 days 00:00:10.001000
2316,2022-12-19 18:42:12.310,League of Legends.exe,0 days 00:00:37.825000
2317,2022-12-19 18:42:50.135,firefox.exe,0 days 00:00:00.662000
2318,2022-12-19 18:42:50.797,League of Legends.exe,0 days 00:02:35.956000
2319,2022-12-19 18:45:26.753,firefox.exe,0 days 00:00:01.528000
2320,2022-12-19 18:45:28.281,League of Legends.exe,0 days 00:01:14.040000
2321,2022-12-19 18:46:42.321,firefox.exe,0 days 00:00:06.559000
2322,2022-12-19 18:46:48.880,League of Legends.exe,0 days 00:05:33.013000
2323,2022-12-19 18:52:21.893,firefox.exe,0 days 00:00:01.952000
2324,2022-12-19 18:52:23.845,League of Legends.exe,0 days 00:03:28.496000
2325,2022-12-19 18:55:52.341,firefox.exe,0 days 00:00:09.347000
2326,2022-12-19 18:56:01.688,LeagueClientUx.exe,0 days 00:00:04.821000
2327,2022-12-19 18:56:06.509,firefox.exe,0 days 00:00:00.494000
2328,2022-12-19 18:56:07.003,LeagueClientUx.exe,0 days 00:00:19.033000
2329,2022-12-19 18:56:26.036,firefox.exe,0 days 00:00:03.431000
2330,2022-12-19 18:56:29.467,explorer.exe,0 days 00:00:02.875000
2331,2022-12-19 18:56:32.342,firefox.exe,0 days 00:00:46.162000
2332,2022-12-19 18:57:18.504,LeagueClientUx.exe,0 days 00:00:14.174000
2333,2022-12-19 18:57:32.678,firefox.exe,0 days 00:00:21.949000
2334,2022-12-19 18:57:54.627,LeagueClientUx.exe,0 days 00:00:06.005000
2335,2022-12-19 18:58:00.632,firefox.exe,0 days 00:00:03.446000
2336,2022-12-19 18:58:04.078,LeagueClientUx.exe,0 days 00:00:07.869000
2337,2022-12-19 18:58:11.947,firefox.exe,0 days 00:00:01.342000
2338,2022-12-19 18:58:13.289,LeagueClientUx.exe,0 days 00:00:03.157000
2339,2022-12-19 18:58:16.446,firefox.exe,0 days 00:00:02.733000
2340,2022-12-19 18:58:19.179,LeagueClientUx.exe,0 days 00:00:13.168000
2341,2022-12-19 18:58:32.347,firefox.exe,0 days 00:00:10
2342,2022-12-19 18:58:42.347,League of Legends.exe,0 days 00:00:09.249000
2343,2022-12-19 18:58:51.596,firefox.exe,0 days 00:00:10.830000
2344,2022-12-19 18:59:02.426,League of Legends.exe,0 days 00:16:29.963000
2345,2022-12-19 19:15:32.389,firefox.exe,0 days 00:00:01.044000
2346,2022-12-19 19:15:33.433,LeagueClientUx.exe,0 days 00:00:51.458000
2347,2022-12-19 19:16:24.891,firefox.exe,0 days 00:00:00.865000
2348,2022-12-19 19:16:25.756,LeagueClientUx.exe,0 days 00:00:05.389000
2349,2022-12-19 19:16:31.145,firefox.exe,0 days 00:00:04.448000
2350,2022-12-19 19:16:35.593,LeagueClientUx.exe,0 days 00:00:46.802000
2351,2022-12-19 19:17:22.395,League of Legends.exe,0 days 00:15:00.035000
2352,2022-12-19 19:32:22.430,firefox.exe,0 days 00:00:05.696000
2353,2022-12-19 19:32:28.126,LeagueClientUx.exe,0 days 00:00:23.273000
2354,2022-12-19 19:32:51.399,explorer.exe,0 days 00:00:00.209000
2355,2022-12-19 19:32:51.608,LeagueClientUx.exe,0 days 00:00:10.823000
2356,2022-12-19 19:33:02.431,firefox.exe,0 days 00:00:09.992000
2357,2022-12-19 19:33:12.423,explorer.exe,0 days 00:00:12.003000
2358,2022-12-19 19:33:24.426,firefox.exe,0 days 00:00:00.917000
2359,2022-12-19 19:33:25.343,RiotClientUx.exe,0 days 00:00:09.822000
2360,2022-12-19 19:33:35.165,explorer.exe,0 days 00:00:00.933000
2361,2022-12-19 19:33:36.098,firefox.exe,0 days 00:00:03.125000
2362,2022-12-19 19:33:39.223,LeagueClientUx.exe,0 days 00:00:36.094000
2363,2022-12-19 19:34:15.317,firefox.exe,0 days 00:01:29.793000
2364,2022-12-19 19:35:45.110,explorer.exe,0 days 00:00:00.468000
2365,2022-12-19 19:35:45.578,LeagueClientUx.exe,0 days 00:00:02.090000
2366,2022-12-19 19:35:47.668,ApplicationFrameHost.exe,0 days 00:00:02.139000
2367,2022-12-19 19:35:49.807,LeagueClientUx.exe,0 days 00:00:40.367000
2368,2022-12-19 19:36:30.174,firefox.exe,0 days 00:00:03.001000
2369,2022-12-19 19:36:33.175,LeagueClientUx.exe,0 days 00:00:23.502000
2370,2022-12-19 19:36:56.677,firefox.exe,0 days 00:00:06.980000
2371,2022-12-19 19:37:03.657,LeagueClientUx.exe,0 days 00:00:48.787000
2372,2022-12-19 19:37:52.444,League of Legends.exe,0 days 00:00:20.001000
2373,2022-12-19 19:38:12.445,firefox.exe,0 days 00:00:00.534000
2374,2022-12-19 19:38:12.979,League of Legends.exe,0 days 00:17:29.508000
2375,2022-12-19 19:55:42.487,ApplicationFrameHost.exe,0 days 00:00:01.099000
2376,2022-12-19 19:55:43.586,LeagueClientUx.exe,0 days 00:00:37.762000
2377,2022-12-19 19:56:21.348,ApplicationFrameHost.exe,0 days 00:00:01.382000
2378,2022-12-19 19:56:22.730,LeagueClientUx.exe,0 days 00:03:19.975000
2379,2022-12-19 19:59:42.705,firefox.exe,0 days 00:02:18.063000
2380,2022-12-19 20:02:00.768,explorer.exe,0 days 00:00:08.677000
2381,2022-12-19 20:02:09.445,devenv.exe,0 days 00:00:41.403000
2382,2022-12-19 20:02:50.848,Discord.exe,0 days 00:01:00.848000
2383,2022-12-19 20:03:51.696,explorer.exe,0 days 00:00:00.810000
2384,2022-12-19 20:03:52.506,LeagueClientUx.exe,0 days 00:00:01.524000
2385,2022-12-19 20:03:54.030,devenv.exe,0 days 00:01:17.361000
2386,2022-12-19 20:05:11.391,explorer.exe,0 days 00:00:01.118000
2387,2022-12-19 20:05:12.509,firefox.exe,0 days 00:01:19.483000
2388,2022-12-19 20:06:31.992,devenv.exe,0 days 00:04:30.131000
2389,2022-12-19 20:11:02.123,explorer.exe,0 days 00:00:00.395000
2390,2022-12-19 20:11:02.518,ApplicationFrameHost.exe,0 days 00:00:00.263000
2391,2022-12-19 20:11:02.781,explorer.exe,0 days 00:00:02.263000
2392,2022-12-19 20:11:05.044,devenv.exe,0 days 00:07:15.011000
2393,2022-12-19 20:18:20.055,firefox.exe,0 days 00:00:14.769000
2394,2022-12-19 20:18:34.824,devenv.exe,0 days 00:02:57.904000
2395,2022-12-19 20:21:32.728,explorer.exe,0 days 00:00:06.285000
2396,2022-12-19 20:21:39.013,devenv.exe,0 days 00:00:02.785000
2397,2022-12-19 20:21:41.798,RiotClientUx.exe,0 days 00:00:08.863000
2398,2022-12-19 20:21:50.661,WindowsCamera.exe,0 days 00:00:00.614000
2399,2022-12-19 20:21:51.275,ApplicationFrameHost.exe,0 days 00:00:06.535000
2400,2022-12-19 20:21:57.810,LeagueClientUx.exe,0 days 00:00:20.854000
2401,2022-12-19 20:22:18.664,RiotClientUx.exe,0 days 00:00:13.871000
2402,2022-12-19 20:22:32.535,ApplicationFrameHost.exe,0 days 00:00:33.385000
2403,2022-12-19 20:23:05.920,LeagueClientUx.exe,0 days 00:00:35.090000
2404,2022-12-19 20:23:41.010,firefox.exe,0 days 00:00:06.992000
2405,2022-12-19 20:23:48.002,LeagueClientUx.exe,0 days 00:01:04.540000
2406,2022-12-19 20:24:52.542,firefox.exe,0 days 00:00:10.001000
2407,2022-12-19 20:25:02.543,League of Legends.exe,0 days 00:12:30.028000
2408,2022-12-19 20:37:32.571,ApplicationFrameHost.exe,0 days 00:00:02.661000
2409,2022-12-19 20:37:35.232,LeagueClientUx.exe,0 days 00:01:02.163000
2410,2022-12-19 20:38:37.395,firefox.exe,0 days 00:00:10.660000
2411,2022-12-19 20:38:48.055,LeagueClientUx.exe,0 days 00:00:03.977000
2412,2022-12-19 20:38:52.032,firefox.exe,0 days 00:00:05.897000
2413,2022-12-19 20:38:57.929,LeagueClientUx.exe,0 days 00:00:01.095000
2414,2022-12-19 20:38:59.024,firefox.exe,0 days 00:00:03.741000
2415,2022-12-19 20:39:02.765,LeagueClientUx.exe,0 days 00:00:11.588000
2416,2022-12-19 20:39:14.353,firefox.exe,0 days 00:00:05.679000
2417,2022-12-19 20:39:20.032,LeagueClientUx.exe,0 days 00:00:02.954000
2418,2022-12-19 20:39:22.986,firefox.exe,0 days 00:00:04.014000
2419,2022-12-19 20:39:27.000,LeagueClientUx.exe,0 days 00:00:35.579000
2420,2022-12-19 20:40:02.579,League of Legends.exe,0 days 00:08:00.020000
2421,2022-12-19 20:48:02.599,firefox.exe,0 days 00:00:03.390000
2422,2022-12-19 20:48:05.989,League of Legends.exe,0 days 00:01:59.581000
2423,2022-12-19 20:50:05.570,firefox.exe,0 days 00:00:01.902000
2424,2022-12-19 20:50:07.472,League of Legends.exe,0 days 00:04:53
2425,2022-12-19 20:55:00.472,firefox.exe,0 days 00:00:01.943000
2426,2022-12-19 20:55:02.415,explorer.exe,0 days 00:00:00.200000
2427,2022-12-19 20:55:02.615,League of Legends.exe,0 days 00:00:51.460000
2428,2022-12-19 20:55:54.075,firefox.exe,0 days 00:00:02.312000
2429,2022-12-19 20:55:56.387,explorer.exe,0 days 00:00:00.372000
2430,2022-12-19 20:55:56.759,League of Legends.exe,0 days 00:01:35.864000
2431,2022-12-19 20:57:32.623,ApplicationFrameHost.exe,0 days 00:00:04.610000
2432,2022-12-19 20:57:37.233,WindowsCamera.exe,0 days 00:00:02.018000
2433,2022-12-19 20:57:39.251,LeagueClientUx.exe,0 days 00:03:26.052000
2434,2022-12-19 21:01:05.303,firefox.exe,0 days 00:00:34.514000
2435,2022-12-19 21:01:39.817,explorer.exe,0 days 00:00:01.521000
2436,2022-12-19 21:01:41.338,LeagueClientUx.exe,0 days 00:00:01.294000
2437,2022-12-19 21:01:42.632,explorer.exe,0 days 00:00:02.466000
2438,2022-12-19 21:01:45.098,RiotClientUx.exe,0 days 00:00:17.534000
2439,2022-12-19 21:02:02.632,explorer.exe,0 days 00:00:00.316000
2440,2022-12-19 21:02:02.948,LeagueClientUx.exe,0 days 00:00:19.685000
2441,2022-12-19 21:02:22.633,firefox.exe,0 days 00:00:14.504000
2442,2022-12-19 21:02:37.137,LeagueClientUx.exe,0 days 00:00:02.638000
2443,2022-12-19 21:02:39.775,firefox.exe,0 days 00:00:01.050000
2444,2022-12-19 21:02:40.825,LeagueClientUx.exe,0 days 00:00:03.785000
2445,2022-12-19 21:02:44.610,firefox.exe,0 days 00:00:30.814000
2446,2022-12-19 21:03:15.424,LeagueClientUx.exe,0 days 00:00:11.356000
2447,2022-12-19 21:03:26.780,firefox.exe,0 days 00:00:05.884000
2448,2022-12-19 21:03:32.664,LeagueClientUx.exe,0 days 00:00:04.130000
2449,2022-12-19 21:03:36.794,firefox.exe,0 days 00:00:02.913000
2450,2022-12-19 21:03:39.707,LeagueClientUx.exe,0 days 00:00:10.928000
2451,2022-12-19 21:03:50.635,firefox.exe,0 days 00:00:03.162000
2452,2022-12-19 21:03:53.797,LeagueClientUx.exe,0 days 00:00:03.033000
2453,2022-12-19 21:03:56.830,firefox.exe,0 days 00:00:00.826000
2454,2022-12-19 21:03:57.656,LeagueClientUx.exe,0 days 00:00:04.108000
2455,2022-12-19 21:04:01.764,firefox.exe,0 days 00:01:26.326000
2456,2022-12-19 21:05:28.090,League of Legends.exe,0 days 00:10:43.753000
2457,2022-12-19 21:16:11.843,firefox.exe,0 days 00:00:00.614000
2458,2022-12-19 21:16:12.457,League of Legends.exe,0 days 00:02:10.212000
2459,2022-12-19 21:18:22.669,firefox.exe,0 days 00:00:15.192000
2460,2022-12-19 21:18:37.861,LeagueClientUx.exe,0 days 00:00:44.359000
2461,2022-12-19 21:19:22.220,WindowsCamera.exe,0 days 00:00:00.452000
2462,2022-12-19 21:19:22.672,ApplicationFrameHost.exe,0 days 00:00:09.043000
2463,2022-12-19 21:19:31.715,LeagueClientUx.exe,0 days 00:00:02.563000
2464,2022-12-19 21:19:34.278,firefox.exe,0 days 00:00:01.921000
2465,2022-12-19 21:19:36.199,LeagueClientUx.exe,0 days 00:00:23.319000
2466,2022-12-19 21:19:59.518,explorer.exe,0 days 00:00:01.905000
2467,2022-12-19 21:20:01.423,LeagueClientUx.exe,0 days 00:00:20.947000
2468,2022-12-19 21:20:22.370,firefox.exe,0 days 00:00:00.842000
2469,2022-12-19 21:20:23.212,LeagueClientUx.exe,0 days 00:00:41.224000
2470,2022-12-19 21:21:04.436,firefox.exe,0 days 00:00:07.146000
2471,2022-12-19 21:21:11.582,LeagueClientUx.exe,0 days 00:00:22.503000
2472,2022-12-19 21:21:34.085,firefox.exe,0 days 00:00:11.369000
2473,2022-12-19 21:21:45.454,LeagueClientUx.exe,0 days 00:00:01.744000
2474,2022-12-19 21:21:47.198,firefox.exe,0 days 00:00:04.436000
2475,2022-12-19 21:21:51.634,LeagueClientUx.exe,0 days 00:00:11.045000
2476,2022-12-19 21:22:02.679,firefox.exe,0 days 00:00:15.030000
2477,2022-12-19 21:22:17.709,League of Legends.exe,0 days 00:00:03.448000
2478,2022-12-19 21:22:21.157,firefox.exe,0 days 00:00:01.067000
2479,2022-12-19 21:22:22.224,League of Legends.exe,0 days 00:09:10.478000
2480,2022-12-19 21:31:32.702,ApplicationFrameHost.exe,0 days 00:00:00.576000
2481,2022-12-19 21:31:33.278,League of Legends.exe,0 days 00:03:01.351000
2482,2022-12-19 21:34:34.629,explorer.exe,0 days 00:00:00.167000
2483,2022-12-19 21:34:34.796,League of Legends.exe,0 days 00:00:17.915000
2484,2022-12-19 21:34:52.711,ApplicationFrameHost.exe,0 days 00:00:00.620000
2485,2022-12-19 21:34:53.331,League of Legends.exe,0 days 00:02:48.957000
2486,2022-12-19 21:37:42.288,firefox.exe,0 days 00:00:00.729000
2487,2022-12-19 21:37:43.017,League of Legends.exe,0 days 00:01:08.558000
2488,2022-12-19 21:38:51.575,WindowsCamera.exe,0 days 00:00:01.146000
2489,2022-12-19 21:38:52.721,ApplicationFrameHost.exe,0 days 00:00:00.060000
2490,2022-12-19 21:38:52.781,League of Legends.exe,0 days 00:00:59.944000
2491,2022-12-19 21:39:52.725,ApplicationFrameHost.exe,0 days 00:00:03.380000
2492,2022-12-19 21:39:56.105,League of Legends.exe,0 days 00:00:06.620000
2493,2022-12-19 21:40:02.725,ApplicationFrameHost.exe,0 days 00:00:00.717000
2494,2022-12-19 21:40:03.442,League of Legends.exe,0 days 00:01:49.288000
2495,2022-12-19 21:41:52.730,ApplicationFrameHost.exe,0 days 00:00:03.790000
2496,2022-12-19 21:41:56.520,LeagueClientUx.exe,0 days 00:02:13.284000
2497,2022-12-19 21:44:09.804,WindowsCamera.exe,0 days 00:00:02.896000
2498,2022-12-19 21:44:12.700,explorer.exe,0 days 00:00:04.321000
2499,2022-12-19 21:44:17.021,audacity.exe,0 days 00:00:01.831000
2500,2022-12-19 21:44:18.852,LeagueClientUx.exe,0 days 00:00:02.463000
2501,2022-12-19 21:44:21.315,audacity.exe,0 days 00:00:02.077000
2502,2022-12-19 21:44:23.392,LeagueClientUx.exe,0 days 00:00:29.571000
2503,2022-12-19 21:44:52.963,firefox.exe,0 days 00:00:00.889000
2504,2022-12-19 21:44:53.852,explorer.exe,0 days 00:00:00.435000
2505,2022-12-19 21:44:54.287,LeagueClientUx.exe,0 days 00:00:01.568000
2506,2022-12-19 21:44:55.855,firefox.exe,0 days 00:00:07.082000
2507,2022-12-19 21:45:02.937,LeagueClientUx.exe,0 days 00:00:39.802000
2508,2022-12-19 21:45:42.739,League of Legends.exe,0 days 00:00:53.645000
2509,2022-12-19 21:46:36.384,explorer.exe,0 days 00:00:05.022000
2510,2022-12-19 21:46:41.406,League of Legends.exe,0 days 00:07:21.168000
2511,2022-12-19 21:54:02.574,WindowsCamera.exe,0 days 00:00:00.187000
2512,2022-12-19 21:54:02.761,ApplicationFrameHost.exe,0 days 00:00:00.008000
2513,2022-12-19 21:54:02.769,WindowsCamera.exe,0 days 00:00:01.129000
2514,2022-12-19 21:54:03.898,League of Legends.exe,0 days 00:08:45.036000
2515,2022-12-19 22:02:48.934,firefox.exe,0 days 00:00:00.518000
2516,2022-12-19 22:02:49.452,League of Legends.exe,0 days 00:04:17.800000
2517,2022-12-19 22:07:07.252,firefox.exe,0 days 00:00:03.567000
2518,2022-12-19 22:07:10.819,League of Legends.exe,0 days 00:04:01.984000
2519,2022-12-19 22:11:12.803,firefox.exe,0 days 00:00:15.204000
2520,2022-12-19 22:11:28.007,LeagueClientUx.exe,0 days 00:02:34.803000
2521,2022-12-19 22:14:02.810,firefox.exe,0 days 00:00:10
2522,2022-12-19 22:14:12.810,League of Legends.exe,0 days 00:12:20.029000
2523,2022-12-19 22:26:32.839,ApplicationFrameHost.exe,0 days 00:00:03.300000
2524,2022-12-19 22:26:36.139,LeagueClientUx.exe,0 days 00:03:12.591000
2525,2022-12-19 22:29:48.730,WindowsCamera.exe,0 days 00:00:04.116000
2526,2022-12-19 22:29:52.846,ApplicationFrameHost.exe,0 days 00:00:23.520000
2527,2022-12-19 22:30:16.366,firefox.exe,0 days 00:00:01.425000
2528,2022-12-19 22:30:17.791,WindowsCamera.exe,0 days 00:00:05.055000
2529,2022-12-19 22:30:22.846,ApplicationFrameHost.exe,0 days 03:00:00.415000
2530,2022-12-20 01:30:23.261,WindowsCamera.exe,0 days 00:22:50.040000
2531,2022-12-20 01:53:13.301,ApplicationFrameHost.exe,0 days 00:00:28.206000
2532,2022-12-20 01:53:41.507,WindowsCamera.exe,0 days 00:00:01.795000
2533,2022-12-20 01:53:43.302,ApplicationFrameHost.exe,0 days 00:00:05.400000
2534,2022-12-20 01:53:48.702,WindowsCamera.exe,0 days 00:00:01.077000
2535,2022-12-20 01:53:49.779,explorer.exe,0 days 00:00:03.523000
2536,2022-12-20 01:53:53.302,ApplicationFrameHost.exe,0 days 00:00:01.881000
2537,2022-12-20 01:53:55.183,Microsoft.Photos.exe,0 days 00:00:06.800000
2538,2022-12-20 01:54:01.983,ApplicationFrameHost.exe,0 days 00:00:02.041000
2539,2022-12-20 01:54:04.024,Microsoft.Photos.exe,0 days 00:00:09.279000
2540,2022-12-20 01:54:13.303,ApplicationFrameHost.exe,0 days 00:00:00.545000
2541,2022-12-20 01:54:13.848,Microsoft.Photos.exe,0 days 00:00:09.455000
2542,2022-12-20 01:54:23.303,ApplicationFrameHost.exe,0 days 00:01:15.766000
2543,2022-12-20 01:55:39.069,Microsoft.Photos.exe,0 days 00:00:04.237000
2544,2022-12-20 01:55:43.306,ApplicationFrameHost.exe,0 days 00:00:25.207000
2545,2022-12-20 01:56:08.513,explorer.exe,0 days 00:00:10.227000
2546,2022-12-20 01:56:18.740,Microsoft.Photos.exe,0 days 00:00:01.258000
2547,2022-12-20 01:56:19.998,explorer.exe,0 days 00:00:09.039000
2548,2022-12-20 01:56:29.037,ApplicationFrameHost.exe,0 days 00:00:02.413000
2549,2022-12-20 01:56:31.450,explorer.exe,0 days 00:00:08.714000
2550,2022-12-20 01:56:40.164,Microsoft.Photos.exe,0 days 00:00:03.143000
2551,2022-12-20 01:56:43.307,ApplicationFrameHost.exe,0 days 00:00:03.781000
2552,2022-12-20 01:56:47.088,Microsoft.Photos.exe,0 days 00:00:03.028000
2553,2022-12-20 01:56:50.116,explorer.exe,0 days 00:00:08.828000
2554,2022-12-20 01:56:58.944,Microsoft.Photos.exe,0 days 00:00:04.364000
2555,2022-12-20 01:57:03.308,ApplicationFrameHost.exe,0 days 00:00:02.909000
2556,2022-12-20 01:57:06.217,LeagueClientUx.exe,0 days 00:00:03.844000
2557,2022-12-20 01:57:10.061,Microsoft.Photos.exe,0 days 00:00:03.247000
2558,2022-12-20 01:57:13.308,ApplicationFrameHost.exe,0 days 00:00:21.103000
2559,2022-12-20 01:57:34.411,Microsoft.Photos.exe,0 days 00:00:08.899000
2560,2022-12-20 01:57:43.310,ApplicationFrameHost.exe,0 days 00:00:01.565000
2561,2022-12-20 01:57:44.875,Microsoft.Photos.exe,0 days 00:00:08.435000
2562,2022-12-20 01:57:53.310,ApplicationFrameHost.exe,0 days 00:00:06.394000
2563,2022-12-20 01:57:59.704,Microsoft.Photos.exe,0 days 00:00:03.606000
2564,2022-12-20 01:58:03.310,ApplicationFrameHost.exe,0 days 00:00:10.001000
2565,2022-12-20 01:58:13.311,LeagueClientUx.exe,0 days 00:00:51.354000
2566,2022-12-20 01:59:04.665,explorer.exe,0 days 00:00:03.855000
2567,2022-12-20 15:48:33.591,Teams.exe,0 days 00:00:11.502000
2568,2022-12-20 15:48:45.093,Discord.exe,0 days 00:00:40.002000
2569,2022-12-20 15:49:25.095,explorer.exe,0 days 00:01:06.485000
2570,2022-12-20 15:50:31.580,WindowsCamera.exe,0 days 00:00:03.518000
2571,2022-12-20 15:50:35.098,ApplicationFrameHost.exe,0 days 00:00:03.403000
2572,2022-12-20 15:50:38.501,explorer.exe,0 days 00:00:06.598000
2573,2022-12-20 15:50:45.099,obs64.exe,0 days 00:01:24.165000
2574,2022-12-20 15:52:09.264,explorer.exe,0 days 00:00:15.266000
2575,2022-12-20 15:52:24.530,vlc.exe,0 days 00:00:00.572000
2576,2022-12-20 15:52:25.102,explorer.exe,0 days 00:00:10.576000
2577,2022-12-20 15:52:35.678,obs64.exe,0 days 00:00:18.453000
2578,2022-12-20 15:52:54.131,explorer.exe,0 days 00:00:04.683000
2579,2022-12-20 15:52:58.814,obs64.exe,0 days 00:02:56.295000
2580,2022-12-20 15:55:55.109,explorer.exe,0 days 00:00:03.872000
2581,2022-12-20 15:55:58.981,Microsoft.AAD.BrokerPlugin.exe,0 days 00:00:02.019000
2582,2022-12-20 15:56:01.000,explorer.exe,0 days 00:00:01.645000
2583,2022-12-20 15:56:02.645,Teams.exe,0 days 00:00:01.219000
2584,2022-12-20 15:56:03.864,explorer.exe,0 days 00:00:01.245000
2585,2022-12-20 15:56:05.109,SearchApp.exe,0 days 00:00:05.409000
2586,2022-12-20 15:56:10.518,WindowsCamera.exe,0 days 00:00:04.592000
2587,2022-12-20 15:56:15.110,ApplicationFrameHost.exe,0 days 00:03:14.686000
2588,2022-12-20 15:59:29.796,WindowsCamera.exe,0 days 00:00:05.321000
2589,2022-12-20 15:59:35.117,ApplicationFrameHost.exe,0 days 00:00:03.189000
2590,2022-12-20 15:59:38.306,WindowsCamera.exe,0 days 00:00:06.812000
2591,2022-12-20 15:59:45.118,ApplicationFrameHost.exe,0 days 00:00:12.870000
2592,2022-12-20 15:59:57.988,WindowsCamera.exe,0 days 00:00:07.130000
2593,2022-12-20 16:00:05.118,ApplicationFrameHost.exe,0 days 00:00:03.998000
