,Start,Value,Duration
134,2022-12-12 19:31:44.302,firefox.exe,0 days 00:00:09.001000
135,2022-12-12 19:31:53.303,Yakuza0.exe,0 days 00:00:03.001000
136,2022-12-12 19:31:56.304,firefox.exe,0 days 00:00:03
137,2022-12-12 19:31:59.304,Yakuza0.exe,0 days 00:03:09.033000
138,2022-12-12 19:35:08.337,firefox.exe,0 days 00:00:03
139,2022-12-12 19:35:11.337,Yakuza0.exe,0 days 00:02:54.016000
140,2022-12-12 19:38:05.353,firefox.exe,0 days 00:00:06.001000
141,2022-12-12 19:38:11.354,Yakuza0.exe,0 days 00:04:09.038000
142,2022-12-12 19:42:20.392,firefox.exe,0 days 00:00:03
143,2022-12-12 19:42:23.392,Yakuza0.exe,0 days 00:02:39.013000
144,2022-12-12 19:45:02.405,firefox.exe,0 days 00:00:03
145,2022-12-12 19:45:05.405,Yakuza0.exe,0 days 00:21:03.098000
146,2022-12-12 20:06:08.503,firefox.exe,0 days 00:00:03
147,2022-12-13 09:55:06.038,explorer.exe,0 days 00:00:09.004000
148,2022-12-13 09:55:15.042,SearchApp.exe,0 days 00:00:03
149,2022-12-13 09:55:18.042,explorer.exe,0 days 00:00:03
150,2022-12-13 09:55:21.042,chrome.exe,0 days 00:00:06.001000
151,2022-12-13 09:55:27.043,Zoom.exe,0 days 00:00:09.002000
152,2022-12-13 09:55:36.045,chrome.exe,0 days 00:00:12.002000
153,2022-12-13 09:55:48.047,explorer.exe,0 days 00:00:03.001000
154,2022-12-13 09:55:51.048,Teams.exe,0 days 00:00:12.001000
155,2022-12-13 09:56:03.049,chrome.exe,0 days 00:00:03
156,2022-12-13 09:56:06.049,Discord.exe,0 days 00:00:03.001000
157,2022-12-13 09:56:09.050,Teams.exe,0 days 00:00:12.001000
158,2022-12-13 09:56:21.051,chrome.exe,0 days 00:00:03
159,2022-12-13 09:56:24.051,Teams.exe,0 days 00:01:00.005000
160,2022-12-13 09:57:24.056,chrome.exe,0 days 00:01:15.011000
161,2022-12-13 09:58:39.067,firefox.exe,0 days 00:00:30.004000
162,2022-12-13 09:59:09.071,chrome.exe,0 days 00:00:06
163,2022-12-13 09:59:15.071,firefox.exe,0 days 00:00:42.004000
164,2022-12-13 09:59:57.075,chrome.exe,0 days 00:00:12.002000
165,2022-12-13 10:00:09.077,firefox.exe,0 days 00:00:03
166,2022-12-13 10:00:12.077,chrome.exe,0 days 00:00:03
167,2022-12-13 10:00:15.077,firefox.exe,0 days 00:00:03.001000
168,2022-12-13 10:00:18.078,chrome.exe,0 days 00:00:18.002000
169,2022-12-13 10:00:36.080,firefox.exe,0 days 00:00:42.005000
170,2022-12-13 10:01:18.085,chrome.exe,0 days 00:00:48.007000
171,2022-12-13 10:02:06.092,firefox.exe,0 days 00:00:03
172,2022-12-13 10:02:09.092,chrome.exe,0 days 00:02:00.015000
173,2022-12-13 10:04:09.107,Discord.exe,0 days 00:00:09.002000
174,2022-12-13 10:04:18.109,chrome.exe,0 days 00:04:42.035000
175,2022-12-13 10:09:00.144,SearchApp.exe,0 days 00:00:06.001000
176,2022-12-13 10:09:06.145,explorer.exe,0 days 00:00:03.001000
177,2022-12-13 10:09:09.146,Talkdesk.exe,0 days 00:00:09.002000
178,2022-12-13 10:09:18.148,chrome.exe,0 days 00:00:15.002000
179,2022-12-13 10:09:33.150,Talkdesk.exe,0 days 00:00:03
180,2022-12-13 10:09:36.150,chrome.exe,0 days 00:00:33.005000
181,2022-12-13 10:10:09.155,Discord.exe,0 days 00:01:15.012000
182,2022-12-13 10:11:24.167,chrome.exe,0 days 00:00:03.001000
183,2022-12-13 10:11:27.168,Discord.exe,0 days 00:00:03.001000
184,2022-12-13 10:11:30.169,chrome.exe,0 days 00:00:36.005000
185,2022-12-13 10:12:06.174,Discord.exe,0 days 00:00:03.001000
186,2022-12-13 10:12:09.175,chrome.exe,0 days 00:00:39.005000
187,2022-12-13 10:12:48.180,Discord.exe,0 days 00:00:12.001000
188,2022-12-13 10:13:00.181,ScreenClippingHost.exe,0 days 00:00:03
189,2022-12-13 10:13:03.181,Discord.exe,0 days 00:00:06.001000
190,2022-12-13 10:13:09.182,explorer.exe,0 days 00:00:03.001000
191,2022-12-13 10:13:12.183,msedge.exe,0 days 00:00:12.001000
192,2022-12-13 10:13:24.184,Discord.exe,0 days 00:00:09
193,2022-12-13 10:13:33.184,chrome.exe,0 days 00:00:06.001000
194,2022-12-13 10:13:39.185,Discord.exe,0 days 00:00:45.005000
195,2022-12-13 10:14:24.190,chrome.exe,0 days 00:00:06
196,2022-12-13 10:14:30.190,firefox.exe,0 days 00:00:24.004000
197,2022-12-13 10:14:54.194,Discord.exe,0 days 00:00:09.001000
198,2022-12-13 10:15:03.195,msedge.exe,0 days 00:00:15.001000
199,2022-12-13 10:15:18.196,explorer.exe,0 days 00:00:06.002000
200,2022-12-13 10:15:24.198,Talkdesk.exe,0 days 00:00:12.002000
201,2022-12-13 10:15:36.200,firefox.exe,0 days 00:00:18.003000
202,2022-12-13 10:15:54.203,chrome.exe,0 days 00:00:15.003000
203,2022-12-13 10:16:09.206,Talkdesk.exe,0 days 00:00:03.001000
204,2022-12-13 10:16:12.207,Discord.exe,0 days 00:00:06.001000
205,2022-12-13 10:16:18.208,Talkdesk.exe,0 days 00:01:21.011000
206,2022-12-13 10:17:39.219,chrome.exe,0 days 00:00:03.001000
207,2022-12-13 10:17:42.220,Discord.exe,0 days 00:00:06
208,2022-12-13 10:17:48.220,Talkdesk.exe,0 days 00:00:03
209,2022-12-13 10:17:51.220,Discord.exe,0 days 00:00:09.002000
210,2022-12-13 10:18:00.222,chrome.exe,0 days 00:00:06.002000
211,2022-12-13 10:18:06.224,Talkdesk.exe,0 days 00:00:03.001000
212,2022-12-13 10:18:09.225,chrome.exe,0 days 00:00:06
213,2022-12-13 10:18:15.225,Talkdesk.exe,0 days 00:00:27.004000
214,2022-12-13 10:18:42.229,chrome.exe,0 days 00:01:27.011000
215,2022-12-13 10:20:09.240,Discord.exe,0 days 00:00:21.002000
216,2022-12-13 10:20:30.242,chrome.exe,0 days 00:00:12.001000
217,2022-12-13 10:20:42.243,Discord.exe,0 days 00:00:12.002000
218,2022-12-13 10:20:54.245,chrome.exe,0 days 00:00:06.001000
219,2022-12-13 10:21:00.246,Discord.exe,0 days 00:00:27.004000
220,2022-12-13 10:21:27.250,chrome.exe,0 days 00:00:06.001000
221,2022-12-13 10:21:33.251,Discord.exe,0 days 00:00:03
222,2022-12-13 10:21:36.251,chrome.exe,0 days 00:00:15.003000
223,2022-12-13 10:21:51.254,Discord.exe,0 days 00:00:09.002000
224,2022-12-13 10:22:00.256,chrome.exe,0 days 00:00:12.001000
225,2022-12-13 10:22:12.257,Teams.exe,0 days 00:00:12.002000
226,2022-12-13 10:22:24.259,chrome.exe,0 days 00:00:39.006000
227,2022-12-13 10:23:03.265,Teams.exe,0 days 00:00:18.001000
228,2022-12-13 10:23:21.266,explorer.exe,0 days 00:00:03
229,2022-12-13 10:23:24.266,Teams.exe,0 days 00:00:03
230,2022-12-13 10:23:27.266,Discord.exe,0 days 00:00:03
231,2022-12-13 10:23:30.266,Teams.exe,0 days 00:00:12.003000
232,2022-12-13 10:23:42.269,chrome.exe,0 days 00:00:03
233,2022-12-13 10:23:45.269,Teams.exe,0 days 00:00:42.005000
234,2022-12-13 10:24:27.274,ScreenClippingHost.exe,0 days 00:00:03.001000
235,2022-12-13 10:24:30.275,Teams.exe,0 days 00:03:15.022000
236,2022-12-13 10:27:45.297,chrome.exe,0 days 00:00:30.004000
237,2022-12-13 10:28:15.301,Talkdesk.exe,0 days 00:00:03.001000
238,2022-12-13 10:28:18.302,chrome.exe,0 days 00:00:27.005000
239,2022-12-13 10:28:45.307,Talkdesk.exe,0 days 00:00:18.002000
240,2022-12-13 10:29:03.309,chrome.exe,0 days 00:02:15.016000
241,2022-12-13 10:31:18.325,Talkdesk.exe,0 days 00:00:12.001000
242,2022-12-13 10:31:30.326,chrome.exe,0 days 00:01:03.006000
243,2022-12-13 10:32:33.332,Teams.exe,0 days 00:00:03.001000
244,2022-12-13 10:32:36.333,chrome.exe,0 days 00:00:06.001000
245,2022-12-13 10:32:42.334,Talkdesk.exe,0 days 00:00:15.001000
246,2022-12-13 10:32:57.335,chrome.exe,0 days 00:00:03.001000
247,2022-12-13 10:33:00.336,Talkdesk.exe,0 days 00:00:06
248,2022-12-13 10:33:06.336,chrome.exe,0 days 00:01:00.007000
249,2022-12-13 10:34:06.343,Talkdesk.exe,0 days 00:00:03.001000
250,2022-12-13 10:34:09.344,chrome.exe,0 days 00:00:12.001000
251,2022-12-13 10:34:21.345,Talkdesk.exe,0 days 00:00:03
252,2022-12-13 10:34:24.345,chrome.exe,0 days 00:00:06.001000
253,2022-12-13 10:34:30.346,Talkdesk.exe,0 days 00:00:03
254,2022-12-13 10:34:33.346,chrome.exe,0 days 00:00:42.008000
255,2022-12-13 10:35:15.354,Talkdesk.exe,0 days 00:00:03
256,2022-12-13 10:35:18.354,chrome.exe,0 days 00:01:12.012000
257,2022-12-13 10:36:30.366,Talkdesk.exe,0 days 00:00:03
258,2022-12-13 10:36:33.366,chrome.exe,0 days 00:00:30.004000
259,2022-12-13 10:37:03.370,Talkdesk.exe,0 days 00:00:06.001000
260,2022-12-13 10:37:09.371,chrome.exe,0 days 00:01:00.007000
261,2022-12-13 10:38:09.378,Teams.exe,0 days 00:00:03
262,2022-12-13 10:38:12.378,chrome.exe,0 days 00:01:12.009000
263,2022-12-13 10:39:24.387,Discord.exe,0 days 00:00:06
264,2022-12-13 10:39:30.387,Teams.exe,0 days 00:00:15.001000
265,2022-12-13 10:39:45.388,chrome.exe,0 days 00:00:06.001000
266,2022-12-13 10:39:51.389,Teams.exe,0 days 00:00:18.003000
267,2022-12-13 10:40:09.392,OUTLOOK.EXE,0 days 00:00:03
268,2022-12-13 10:40:12.392,chrome.exe,0 days 00:00:03
269,2022-12-13 10:40:15.392,Discord.exe,0 days 00:00:24.004000
270,2022-12-13 10:40:39.396,OUTLOOK.EXE,0 days 00:00:03
271,2022-12-13 10:40:42.396,Discord.exe,0 days 00:00:45.005000
272,2022-12-13 10:41:27.401,chrome.exe,0 days 00:00:06.001000
273,2022-12-13 10:41:33.402,Discord.exe,0 days 00:00:09.001000
274,2022-12-13 10:41:42.403,chrome.exe,0 days 00:00:15.001000
275,2022-12-13 10:41:57.404,firefox.exe,0 days 00:00:30.005000
276,2022-12-13 10:42:27.409,SearchApp.exe,0 days 00:00:03
277,2022-12-13 10:42:30.409,explorer.exe,0 days 00:00:03.001000
278,2022-12-13 10:42:33.410,firefox.exe,0 days 00:00:03.001000
279,2022-12-13 10:42:36.411,obs64.exe,0 days 00:00:27.002000
280,2022-12-13 10:43:03.413,firefox.exe,0 days 00:00:06.001000
281,2022-12-13 10:43:09.414,obs64.exe,0 days 00:00:06.001000
282,2022-12-13 10:43:15.415,explorer.exe,0 days 00:00:03.001000
283,2022-12-13 10:43:18.416,obs64.exe,0 days 00:00:15.002000
284,2022-12-13 10:43:33.418,explorer.exe,0 days 00:00:06.002000
285,2022-12-13 10:43:39.420,firefox.exe,0 days 00:00:03
286,2022-12-13 10:43:42.420,ShellExperienceHost.exe,0 days 00:00:06.001000
287,2022-12-13 10:43:48.421,chrome.exe,0 days 00:00:12
288,2022-12-13 10:44:00.421,firefox.exe,0 days 00:00:03.001000
289,2022-12-13 10:44:03.422,obs64.exe,0 days 00:00:12.001000
290,2022-12-13 10:44:15.423,chrome.exe,0 days 00:00:03.001000
291,2022-12-13 10:44:18.424,explorer.exe,0 days 00:00:06
292,2022-12-13 10:44:24.424,chrome.exe,0 days 00:00:09.002000
293,2022-12-13 10:44:33.426,explorer.exe,0 days 00:00:03
294,2022-12-13 10:44:36.426,chrome.exe,0 days 00:00:18.003000
295,2022-12-13 10:44:54.429,obs64.exe,0 days 00:00:39.005000
296,2022-12-13 10:45:33.434,explorer.exe,0 days 00:00:24.001000
297,2022-12-13 10:45:57.435,vlc.exe,0 days 00:00:06.002000
298,2022-12-13 10:46:03.437,explorer.exe,0 days 00:00:03
299,2022-12-13 10:46:06.437,vlc.exe,0 days 00:00:15.002000
300,2022-12-13 10:46:21.439,explorer.exe,0 days 00:00:03.001000
301,2022-12-13 10:46:24.440,vlc.exe,0 days 00:00:03.001000
302,2022-12-13 10:46:27.441,explorer.exe,0 days 00:00:03.001000
303,2022-12-13 10:46:30.442,vlc.exe,0 days 00:00:03
304,2022-12-13 10:46:33.442,explorer.exe,0 days 00:00:03
305,2022-12-13 10:46:36.442,vlc.exe,0 days 00:00:06.001000
306,2022-12-13 10:46:42.443,explorer.exe,0 days 00:00:03
307,2022-12-13 10:46:45.443,vlc.exe,0 days 00:00:03
308,2022-12-13 10:46:48.443,obs64.exe,0 days 00:00:18.003000
309,2022-12-13 10:47:06.446,firefox.exe,0 days 00:00:06.001000
310,2022-12-13 10:47:12.447,Discord.exe,0 days 00:00:12.001000
311,2022-12-13 10:47:24.448,chrome.exe,0 days 00:00:03.001000
312,2022-12-13 10:47:27.449,Teams.exe,0 days 00:00:03
313,2022-12-13 10:47:30.449,chrome.exe,0 days 00:03:06.026000
314,2022-12-13 10:50:36.475,Teams.exe,0 days 00:00:03.001000
315,2022-12-13 10:50:39.476,chrome.exe,0 days 00:00:09.001000
316,2022-12-13 10:50:48.477,Discord.exe,0 days 00:00:03.001000
317,2022-12-13 10:50:51.478,chrome.exe,0 days 00:00:18.002000
318,2022-12-13 10:51:09.480,Discord.exe,0 days 00:00:03
319,2022-12-13 10:51:12.480,vpnui.exe,0 days 00:00:03.001000
320,2022-12-13 10:51:15.481,Discord.exe,0 days 00:00:03
321,2022-12-13 10:51:18.481,Talkdesk.exe,0 days 00:08:21.069000
322,2022-12-13 10:59:39.550,Teams.exe,0 days 00:00:09
323,2022-12-13 10:59:48.550,chrome.exe,0 days 00:02:06.020000
324,2022-12-13 11:01:54.570,OUTLOOK.EXE,0 days 00:00:03
325,2022-12-13 11:01:57.570,chrome.exe,0 days 00:00:06.001000
326,2022-12-13 11:02:03.571,Talkdesk.exe,0 days 00:00:03
327,2022-12-13 11:02:06.571,chrome.exe,0 days 00:07:39.057000
328,2022-12-13 11:09:45.628,Talkdesk.exe,0 days 00:00:03
329,2022-12-13 11:09:48.628,Discord.exe,0 days 00:00:06.002000
330,2022-12-13 11:09:54.630,firefox.exe,0 days 00:00:06.001000
331,2022-12-13 11:10:00.631,chrome.exe,0 days 00:00:09.001000
332,2022-12-13 11:10:09.632,firefox.exe,0 days 00:00:24.003000
333,2022-12-13 11:10:33.635,chrome.exe,0 days 00:00:03
334,2022-12-13 11:10:36.635,Discord.exe,0 days 00:00:06.001000
335,2022-12-13 11:10:42.636,Teams.exe,0 days 00:00:06
336,2022-12-13 11:10:48.636,chrome.exe,0 days 00:00:21.003000
337,2022-12-13 11:11:09.639,firefox.exe,0 days 00:00:03
338,2022-12-13 11:11:12.639,Discord.exe,0 days 00:00:03.001000
339,2022-12-13 11:11:15.640,chrome.exe,0 days 00:00:09.002000
340,2022-12-13 11:11:24.642,Discord.exe,0 days 00:00:03
341,2022-12-13 11:11:27.642,chrome.exe,0 days 00:00:03
342,2022-12-13 11:11:30.642,Teams.exe,0 days 00:00:03.001000
343,2022-12-13 11:11:33.643,chrome.exe,0 days 00:00:39.005000
344,2022-12-13 11:12:12.648,Talkdesk.exe,0 days 00:00:03
345,2022-12-13 11:12:15.648,chrome.exe,0 days 00:04:42.036000
346,2022-12-13 11:16:57.684,Talkdesk.exe,0 days 00:00:57.011000
347,2022-12-13 11:17:54.695,chrome.exe,0 days 00:00:03.001000
348,2022-12-13 11:17:57.696,Discord.exe,0 days 00:00:09
349,2022-12-13 11:18:06.696,chrome.exe,0 days 00:00:24.004000
350,2022-12-13 11:18:30.700,Talkdesk.exe,0 days 00:00:03
351,2022-12-13 11:18:33.700,chrome.exe,0 days 00:00:06.001000
352,2022-12-13 11:18:39.701,Talkdesk.exe,0 days 00:00:03.001000
353,2022-12-13 11:18:42.702,chrome.exe,0 days 00:01:57.016000
354,2022-12-13 11:20:39.718,Talkdesk.exe,0 days 00:00:06
355,2022-12-13 11:20:45.718,chrome.exe,0 days 00:00:42.005000
356,2022-12-13 11:21:27.723,Discord.exe,0 days 00:00:18.002000
357,2022-12-13 11:21:45.725,chrome.exe,0 days 00:01:30.010000
358,2022-12-13 11:23:15.735,Discord.exe,0 days 00:00:03.001000
359,2022-12-13 11:23:18.736,chrome.exe,0 days 00:00:09.001000
360,2022-12-13 11:23:27.737,Talkdesk.exe,0 days 00:00:03
361,2022-12-13 11:23:30.737,chrome.exe,0 days 00:00:18.002000
362,2022-12-13 11:23:48.739,Discord.exe,0 days 00:00:12.002000
363,2022-12-13 11:24:00.741,chrome.exe,0 days 00:00:09
364,2022-12-13 11:24:09.741,Discord.exe,0 days 00:00:06
365,2022-12-13 11:24:15.741,chrome.exe,0 days 00:00:03
366,2022-12-13 11:24:18.741,Discord.exe,0 days 00:00:33.006000
367,2022-12-13 11:24:51.747,chrome.exe,0 days 00:00:27.005000
368,2022-12-13 11:25:18.752,Discord.exe,0 days 00:00:06.001000
369,2022-12-13 11:25:24.753,chrome.exe,0 days 00:00:06
370,2022-12-13 11:25:30.753,Discord.exe,0 days 00:00:15.002000
371,2022-12-13 11:25:45.755,Talkdesk.exe,0 days 00:00:03.001000
372,2022-12-13 11:25:48.756,chrome.exe,0 days 00:00:03.001000
373,2022-12-13 11:25:51.757,Talkdesk.exe,0 days 00:00:15.002000
374,2022-12-13 11:26:06.759,chrome.exe,0 days 00:00:45.005000
375,2022-12-13 11:26:51.764,Discord.exe,0 days 00:00:15.002000
376,2022-12-13 11:27:06.766,chrome.exe,0 days 00:00:12.002000
377,2022-12-13 11:27:18.768,Discord.exe,0 days 00:00:12.001000
378,2022-12-13 11:27:30.769,chrome.exe,0 days 00:01:15.010000
379,2022-12-13 11:28:45.779,Discord.exe,0 days 00:00:39.004000
380,2022-12-13 11:29:24.783,chrome.exe,0 days 00:02:27.019000
381,2022-12-13 11:31:51.802,Talkdesk.exe,0 days 00:00:03
382,2022-12-13 11:31:54.802,chrome.exe,0 days 00:00:09.001000
383,2022-12-13 11:32:03.803,Discord.exe,0 days 00:00:06.002000
384,2022-12-13 11:32:09.805,chrome.exe,0 days 00:03:51.034000
385,2022-12-13 11:36:00.839,Discord.exe,0 days 00:00:15.002000
386,2022-12-13 11:36:15.841,chrome.exe,0 days 00:00:09
387,2022-12-13 11:36:24.841,Discord.exe,0 days 00:00:03
388,2022-12-13 11:36:27.841,firefox.exe,0 days 00:00:12.002000
389,2022-12-13 11:36:39.843,Discord.exe,0 days 00:00:12.002000
390,2022-12-13 11:36:51.845,chrome.exe,0 days 00:00:06.001000
391,2022-12-13 11:36:57.846,explorer.exe,0 days 00:00:03
392,2022-12-13 11:37:00.846,firefox.exe,0 days 00:00:21.002000
393,2022-12-13 11:37:21.848,Discord.exe,0 days 00:00:06.001000
394,2022-12-13 11:37:27.849,firefox.exe,0 days 00:00:03.001000
395,2022-12-13 11:37:30.850,chrome.exe,0 days 00:00:03
396,2022-12-13 11:37:33.850,explorer.exe,0 days 00:00:03
397,2022-12-13 11:37:36.850,firefox.exe,0 days 00:00:15.002000
398,2022-12-13 11:37:51.852,Discord.exe,0 days 00:00:06.001000
399,2022-12-13 11:37:57.853,firefox.exe,0 days 00:00:12.001000
400,2022-12-13 11:38:09.854,Discord.exe,0 days 00:00:12.002000
401,2022-12-13 11:38:21.856,firefox.exe,0 days 00:00:03
402,2022-12-13 11:38:24.856,Discord.exe,0 days 00:00:12.003000
403,2022-12-13 11:38:36.859,chrome.exe,0 days 00:00:09.001000
404,2022-12-13 11:38:45.860,Discord.exe,0 days 00:00:06
405,2022-12-13 11:38:51.860,chrome.exe,0 days 00:00:06
406,2022-12-13 11:38:57.860,ScreenClippingHost.exe,0 days 00:00:03
407,2022-12-13 11:39:00.860,chrome.exe,0 days 00:00:03.001000
408,2022-12-13 11:39:03.861,Discord.exe,0 days 00:00:12.001000
409,2022-12-13 11:39:15.862,chrome.exe,0 days 00:00:03.001000
410,2022-12-13 11:39:18.863,Discord.exe,0 days 00:00:09.001000
411,2022-12-13 11:39:27.864,chrome.exe,0 days 00:01:09.010000
412,2022-12-13 11:40:36.874,Discord.exe,0 days 00:00:06
413,2022-12-13 11:40:42.874,chrome.exe,0 days 00:00:09.001000
414,2022-12-13 11:40:51.875,Discord.exe,0 days 00:00:18.003000
415,2022-12-13 11:41:09.878,chrome.exe,0 days 00:00:12.002000
416,2022-12-13 11:41:21.880,Discord.exe,0 days 00:00:18.003000
417,2022-12-13 11:41:39.883,chrome.exe,0 days 00:00:03.001000
418,2022-12-13 11:41:42.884,Talkdesk.exe,0 days 00:00:03
419,2022-12-13 11:41:45.884,Discord.exe,0 days 00:00:03.001000
420,2022-12-13 11:41:48.885,chrome.exe,0 days 00:00:24.003000
421,2022-12-13 11:42:12.888,Discord.exe,0 days 00:00:15.002000
422,2022-12-13 11:42:27.890,chrome.exe,0 days 00:00:06
423,2022-12-13 11:42:33.890,Discord.exe,0 days 00:00:09.002000
424,2022-12-13 11:42:42.892,chrome.exe,0 days 00:00:03.001000
425,2022-12-13 11:42:45.893,Discord.exe,0 days 00:00:03
426,2022-12-13 11:42:48.893,chrome.exe,0 days 00:00:09
427,2022-12-13 11:42:57.893,Discord.exe,0 days 00:00:06.001000
428,2022-12-13 11:43:03.894,chrome.exe,0 days 00:00:12.002000
429,2022-12-13 11:43:15.896,Talkdesk.exe,0 days 00:00:06
430,2022-12-13 11:43:21.896,chrome.exe,0 days 00:00:27.003000
431,2022-12-13 11:43:48.899,Discord.exe,0 days 00:00:03
432,2022-12-13 11:43:51.899,chrome.exe,0 days 00:00:48.007000
433,2022-12-13 11:44:39.906,Discord.exe,0 days 00:02:27.019000
434,2022-12-13 11:47:06.925,chrome.exe,0 days 00:03:57.032000
435,2022-12-13 11:51:03.957,Discord.exe,0 days 00:00:06.001000
436,2022-12-13 11:51:09.958,chrome.exe,0 days 00:01:15.010000
437,2022-12-13 11:52:24.968,Discord.exe,0 days 00:00:03.001000
438,2022-12-13 11:52:27.969,chrome.exe,0 days 00:00:03
439,2022-12-13 11:52:30.969,Discord.exe,0 days 00:00:15.001000
440,2022-12-13 11:52:45.970,chrome.exe,0 days 00:00:33.003000
441,2022-12-13 11:53:18.973,Discord.exe,0 days 00:00:03
442,2022-12-13 11:53:21.973,firefox.exe,0 days 00:01:06.009000
443,2022-12-13 11:54:27.982,Discord.exe,0 days 00:00:06.001000
444,2022-12-13 11:54:33.983,firefox.exe,0 days 00:00:06.001000
445,2022-12-13 11:54:39.984,Discord.exe,0 days 00:00:15.001000
446,2022-12-13 11:54:54.985,chrome.exe,0 days 00:01:09.009000
447,2022-12-13 11:56:03.994,Discord.exe,0 days 00:00:09
448,2022-12-13 11:56:12.994,chrome.exe,0 days 00:00:03.001000
449,2022-12-13 11:56:15.995,Discord.exe,0 days 00:00:15.003000
450,2022-12-13 11:56:30.998,chrome.exe,0 days 00:03:30.025000
451,2022-12-13 12:00:01.023,Discord.exe,0 days 00:00:51.008000
452,2022-12-13 12:00:52.031,Talkdesk.exe,0 days 00:05:54.045000
453,2022-12-13 12:06:46.076,Discord.exe,0 days 00:00:06.002000
454,2022-12-13 12:06:52.078,Talkdesk.exe,0 days 00:00:06.001000
455,2022-12-13 12:06:58.079,chrome.exe,0 days 00:05:33.041000
456,2022-12-13 12:12:31.120,firefox.exe,0 days 00:03:12.025000
457,2022-12-13 12:15:43.145,chrome.exe,0 days 00:04:30.044000
458,2022-12-13 12:20:13.189,explorer.exe,0 days 00:00:03
459,2022-12-13 12:20:16.189,chrome.exe,0 days 00:09:00.064000
460,2022-12-13 12:29:16.253,Talkdesk.exe,0 days 00:00:03.001000
461,2022-12-13 12:29:19.254,chrome.exe,0 days 00:03:48.026000
462,2022-12-13 12:33:07.280,Talkdesk.exe,0 days 00:00:03.001000
463,2022-12-13 12:33:10.281,chrome.exe,0 days 00:00:24.004000
464,2022-12-13 12:33:34.285,firefox.exe,0 days 00:00:30.004000
465,2022-12-13 12:34:04.289,chrome.exe,0 days 00:01:21.010000
466,2022-12-13 12:35:25.299,Discord.exe,0 days 00:00:15.002000
467,2022-12-13 12:35:40.301,Talkdesk.exe,0 days 00:00:18.001000
468,2022-12-13 12:35:58.302,Discord.exe,0 days 00:00:45.004000
469,2022-12-13 12:36:43.306,chrome.exe,0 days 00:00:09.002000
470,2022-12-13 12:36:52.308,Talkdesk.exe,0 days 00:00:03
471,2022-12-13 12:36:55.308,chrome.exe,0 days 00:02:57.019000
472,2022-12-13 12:39:52.327,Talkdesk.exe,0 days 00:01:36.013000
473,2022-12-13 12:41:28.340,chrome.exe,0 days 00:07:33.050000
474,2022-12-13 12:49:01.390,Talkdesk.exe,0 days 00:01:57.015000
475,2022-12-13 12:50:58.405,chrome.exe,0 days 00:00:03
476,2022-12-13 12:51:01.405,Talkdesk.exe,0 days 00:00:03
477,2022-12-13 12:51:04.405,chrome.exe,0 days 00:00:06.001000
478,2022-12-13 12:51:10.406,Talkdesk.exe,0 days 00:00:06.002000
479,2022-12-13 12:51:16.408,chrome.exe,0 days 00:00:06
480,2022-12-13 12:51:22.408,Talkdesk.exe,0 days 00:00:03
481,2022-12-13 12:51:25.408,Discord.exe,0 days 00:00:06.001000
482,2022-12-13 12:51:31.409,chrome.exe,0 days 00:00:03.001000
483,2022-12-13 12:51:34.410,Talkdesk.exe,0 days 00:00:03
484,2022-12-13 12:51:37.410,chrome.exe,0 days 00:00:12.001000
485,2022-12-13 12:51:49.411,Talkdesk.exe,0 days 00:00:03
486,2022-12-13 12:51:52.411,chrome.exe,0 days 00:00:12.002000
487,2022-12-13 12:52:04.413,Talkdesk.exe,0 days 00:00:06.001000
488,2022-12-13 12:52:10.414,chrome.exe,0 days 00:00:03.001000
489,2022-12-13 12:52:13.415,Talkdesk.exe,0 days 00:00:06.001000
490,2022-12-13 12:52:19.416,chrome.exe,0 days 00:01:45.012000
491,2022-12-13 12:54:04.428,Discord.exe,0 days 00:00:03.001000
492,2022-12-13 12:54:07.429,Talkdesk.exe,0 days 00:00:03.001000
493,2022-12-13 12:54:10.430,chrome.exe,0 days 00:00:24.003000
494,2022-12-13 12:54:34.433,Talkdesk.exe,0 days 00:00:03
495,2022-12-13 12:54:37.433,chrome.exe,0 days 00:02:54.020000
496,2022-12-13 12:57:31.453,Talkdesk.exe,0 days 00:00:27.002000
497,2022-12-13 12:57:58.455,chrome.exe,0 days 00:00:54.007000
498,2022-12-13 12:58:52.462,ShellExperienceHost.exe,0 days 00:00:15.002000
499,2022-12-13 12:59:07.464,chrome.exe,0 days 00:00:06
500,2022-12-13 12:59:13.464,Talkdesk.exe,0 days 00:00:06.001000
501,2022-12-13 12:59:19.465,chrome.exe,0 days 00:00:12.003000
502,2022-12-13 12:59:31.468,Talkdesk.exe,0 days 00:00:09.002000
503,2022-12-13 12:59:40.470,chrome.exe,0 days 00:00:30.004000
504,2022-12-13 13:00:10.474,Talkdesk.exe,0 days 00:00:06
505,2022-12-13 13:00:16.474,chrome.exe,0 days 00:04:24.030000
506,2022-12-13 13:04:40.504,Talkdesk.exe,0 days 00:00:03
507,2022-12-13 13:04:43.504,chrome.exe,0 days 00:00:03.001000
508,2022-12-13 13:04:46.505,Talkdesk.exe,0 days 00:00:09.002000
509,2022-12-13 13:04:55.507,chrome.exe,0 days 00:02:18.019000
510,2022-12-13 13:07:13.526,Discord.exe,0 days 00:01:09.006000
511,2022-12-13 13:08:22.532,chrome.exe,0 days 00:13:42.096000
512,2022-12-13 13:22:04.628,Talkdesk.exe,0 days 00:00:06
